#										DeltaBlue	
"	Kotlin2JS (без изм.)"				563000.65	0	0
"	 Inline акc. и пакеты"				382000.89	0	0
"   +ArrayList->LinkedList"				70137.93	0	0
"		  +Везде Array"					41591.83	0	0
"  +=== вместо K.equals"				31562.5	0	0
" +прямой вызов констр."				35017.24	0	0
# "+'прямой' вызов конструктора"		0			0	0
# "+'прямой' вызов super initialize"	0			0	0
# "+'прямой' вызов констр.суп.класса"	0			0	0
