#								Richards
"				    Dart"		2721.09		0			0
"		       Dart2JS(v8)"		5101.78		0			0
"		  JavaScript (v8)"		3683.24		0			0
"		    Kotlin2JS (v8)"		0			19900.99	0
"	    Dart2JS(mozjs17)" 		48571.43	0	 		0
"	JavaScript (mozjs17)"		6876.28		0			0
"	 Kotlin2JS (mozjs17)"		0			111722.22	0
"			   GWT (v8)"		9345.79		0			0
"		 GWT (mozjs17)"			359666.66	0			0
"			       Doppio"		4820000		0			0
