#								Richards
"	 Kotlin2JS(без изм.)"		19900.99	0			0
"+Без пакетов(package)"			14262.41	0			0
"	  +Closure-compiler"		8721.09		0			0
"	    +Inline accessors"		5859.64		0			0
"	Kotlin2JS (вручную)" 		3407.44		0	 		0
