#										DeltaBlue	
"	Kotlin2JS (без изм.)"				1347.000	0	0
"	 Inline акc. и пакеты"				1062.500	0	0
"   +ArrayList->LinkedList"				450.400		0	0
"		  +Везде Array"					409.800		0	0
"  +=== вместо K.equals"				367.33333	0	0
" +прямой вызов констр."				6.91379		0	0
# "+'прямой' вызов конструктора"		299.71428	0	0
# "+'прямой' вызов super initialize"	314.71428	0	0
# "+'прямой' вызов констр.суп.класса"	6.91379		0	0
